tourist_id,gender,age,age_group,source_province,attraction_name,attraction_category,attraction_level,city,province,ticket_price,visit_date,visit_duration_hours,spend_amount,other_spend,rating,is_group_tour,group_fee,trip_days,main_spots,transport_mode,season,is_holiday,recommendation_level,satisfaction_level
8764,Male,55,46-55,Liaoning,Long Ting Gong Yuan,Historical Culture,4A,Kai Feng Shi,Henan,50,2024/7/22,7.8,369.79,319.79,4.2,No,,,,,Summer,No,Recommend,Satisfied
5627,Female,48,46-55,Zhejiang,Fu Zhou Gu Shan,Natural Scenery,4A,Fu Zhou Shi,Fujian,40,2023/10/12,5.4,179.84,139.84,4.3,No,,,,,Autumn,Yes,Recommend,Satisfied
615,Female,42,36-45,Chongqing,Yi Chun Wu Ying Guo Jia Sen Lin Gong Yuan,Natural Scenery,4A,Yi Chun Shi,Heilongjiang,60,2022/11/29,6.1,424.74,364.74,4.1,Yes,4455,6,"Bai Ma Si ,  Pu Da Cuo Guo Jia Gong Yuan ,  Hu Tiao Xia ,  Lang Fang Tian Xia Di Yi Cheng ,  Ji Xi Xing Kai Hu ,  Da Ming Hu",Kong Tiao Da Ba,Autumn,No,Recommend,Satisfied
1984,Male,23,18-25,Jiangsu,Sui Hua Jin Gui Shan Zhuang,Natural Scenery,4A,Sui Hua Shi,Heilongjiang,50,2024/4/13,1.6,95.47,45.47,4.7,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
8882,Female,36,36-45,Hong Kong,Gao Ju Li Yi Zhi,Historical Site,5A,Tong Hua Shi,Jilin,100,2023/3/6,2,433.65,333.65,4.9,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
4542,Male,24,18-25,Yunnan,Hu Nan Sheng Bo Wu Guan,Wen Bo Yuan Guan,4A,Chang Sha Shi,Hunan,0,2023/2/28,3.6,0,0,4.5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
4533,Female,55,46-55,Hainan,San Ya Da Xiao Dong Tian,Natural Culture,5A,San Ya Shi,Hainan,90,2022/5/7,5.7,90,0,4,Yes,884,2,"Jia Xing Nan Hu ,  Qiao Jia Da Yuan ,  Shang Hai Chen Shan Zhi Wu Yuan ,  Bai Se Qi Yi Ji Nian Guan ,  Zheng Ding Long Xing Si ,  Yun Nan Min Zu Cun",Gao Tie + Da Ba,Chun Ji,Yes,Recommend,Satisfied
2070,Male,49,46-55,Xinjiang,Chao Hu,Natural Scenery,4A,He Fei Shi,Anhui,0,2025/3/4,5.5,61.39,61.39,4.3,Yes,1415,5,"Tai Shan ,  San Xing Dui Yi Zhi ,  Nan Xun Gu Zhen",Gao Tie + Da Ba,Chun Ji,No,Recommend,Satisfied
1016,Female,51,46-55,Shanxi,Hong Hai Tan,Natural Scenery,5A,Pan Jin Shi,Liaoning,85,2023/9/11,5.8,339.96,254.96,4.8,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
4035,Male,59,56+,Anhui,Jia Mu Si Tong Jiang San Jiang Kou,Natural Scenery,4A,Jia Mu Si Shi,Heilongjiang,30,2023/11/4,3.3,438.51,408.51,4.5,Yes,3007,5,"Zi Que Jie Ti Tian ,  Da Tong Huo Shan Qun ,  Chang Jia Zhuang Yuan",Gao Tie + Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
9057,Male,48,46-55,Guangdong,Pu Tian Jiu Li Hu,Natural Scenery,4A,Pu Tian Shi,Fujian,50,2023/3/26,5.1,269.71,219.71,4.6,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
6397,Female,25,18-25,Anhui,Tai Shan,Natural Culture,5A,Tai An Shi,Shandong,115,2022/11/26,5.4,241.56,126.56,5,Yes,5959,1,"Jin Ci ,  Huang Shan ,  Hai Kou Huo Shan Kou ,  Lu Gu Hu ,  Shang Hai Shi Ji Gong Yuan ,  Song Hua Hu",Kong Tiao Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
5351,Female,40,36-45,Shanghai,Chang Chun Shi Jie Diao Su Yuan,Wen Hua Yi Shu,5A,Chang Chun Shi,Jilin,30,2023/4/7,1.9,393.71,363.71,4.3,No,,,,,Chun Ji,No,Recommend,Satisfied
9315,Female,59,56+,Hainan,Qing Dong Ling,Historical Site,5A,Tang Shan Shi,Hebei,108,2022/10/11,5,108,0,4.9,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
592,Female,52,46-55,Shanghai,Zhong Shan Ling,Revolutionary Site,5A,Nan Jing Shi,Jiangsu,0,2023/11/22,1.8,0,0,5,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
5748,Female,27,26-35,Hong Kong,Hong Dong Da Huai Shu,Historical Culture,5A,Lin Fen Shi,Shanxi,80,2023/4/16,6.4,392.11,312.11,4.4,No,,,,,Chun Ji,Yes,Recommend,Satisfied
2332,Male,70,56+,Hunan,Gui Lin Xiang Bi Shan,Natural Scenery,4A,Gui Lin Shi,Guangxi,55,2022/11/19,6.7,347.44,292.44,4.4,No,,,,,Autumn,Yes,Recommend,Satisfied
7629,Male,54,46-55,Guangxi,Hui Zhou Xi Hu,Natural Scenery,4A,Hui Zhou Shi,Guangdong,0,2023/12/25,6.7,0,0,4.8,No,,,,,Winter,No,Highly Recommend,Very Satisfied
5931,Female,21,18-25,Henan,Qi Kou Gu Zhen,Ancient Town,4A,Lv Liang Shi,Shanxi,0,2022/8/4,7,0,0,3.8,No,,,,,Summer,No,Recommend,Satisfied
9389,Female,49,46-55,Tianjin,Wen Zhou Nan Xi Jiang,Natural Scenery,4A,Wen Zhou Shi,Zhejiang,50,2025/2/5,5.6,466.64,416.64,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
5133,Male,42,36-45,Chongqing,Wu Qiao Za Ji Da Shi Jie,Theme Park,4A,Cang Zhou Shi,Hebei,120,2023/5/10,3.5,397.85,277.85,4.1,No,,,,,Chun Ji,No,Recommend,Satisfied
5527,Male,67,56+,Macau,Hong Hai Tan,Natural Scenery,5A,Pan Jin Shi,Liaoning,85,2024/6/22,5.6,148.39,63.39,4.5,Yes,553,4,"Wei Fang Qing Zhou Gu Cheng ,  Yun Tai Shan ,  Fu Rong Zhen ,  Nan Jing Bo Wu Yuan ,  Gu Hui Zhou Wen Hua Lv You Qu ,  Tian Tai Shan",Kong Tiao Da Ba,Summer,Yes,Highly Recommend,Very Satisfied
6375,Male,32,26-35,Guangxi,Tao Hua Yuan,Natural Culture,4A,Chang De Shi,Hunan,128,2023/6/11,5.5,296.01,168.01,4.6,No,,,,,Summer,Yes,Highly Recommend,Very Satisfied
6585,Female,51,46-55,Shanghai,Ha Er Bin Bing Xue Da Shi Jie,Theme Park,4A,Ha Er Bin Shi,Heilongjiang,330,2023/10/21,4,441.04,111.04,4.3,No,,,,,Autumn,Yes,Recommend,Satisfied
1046,Female,29,26-35,Shanxi,Yu Long Xue Shan,Natural Scenery,5A,Li Jiang Shi,Yunnan,130,2023/11/20,4.7,130,0,4.7,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
3469,Male,30,26-35,Hubei,Wei Man Huang Gong Bo Wu Yuan,Historical Culture,5A,Chang Chun Shi,Jilin,70,2022/7/9,1.1,545.15,475.15,5,No,,,,,Summer,Yes,Highly Recommend,Very Satisfied
5208,Female,65,56+,Yunnan,Da Jue Shan,Natural Scenery,5A,Fu Zhou Shi,Jiangxi,60,2022/7/28,7.7,261.44,201.44,4.7,No,,,,,Summer,No,Highly Recommend,Very Satisfied
9360,Female,29,26-35,Henan,Yan Di Ling,Historical Culture,5A,Zhu Zhou Shi,Hunan,60,2023/3/28,7.2,539.21,479.21,4.3,No,,,,,Chun Ji,No,Recommend,Satisfied
7401,Female,53,46-55,Hong Kong,Jia Xing Nan Hu,Revolutionary Site,5A,Jia Xing Shi,Zhejiang,60,2022/7/22,2.9,60,0,4.3,No,,,,,Summer,No,Recommend,Satisfied
4274,Male,52,46-55,Anhui,Tian Zi Fang,Wen Hua Yi Shu,3A,Shanghai,Shanghai,0,2025/3/28,7.4,355.24,355.24,4.2,Yes,2732,2,"Ji Gong Shan ,  Xi Tang Gu Zhen ,  Cheng De Bi Shu Shan Zhuang ,  Chang Bai Shan ,  Fu Xian Hu",Fei Ji + Da Ba,Chun Ji,No,Recommend,Satisfied
1552,Female,59,56+,Jiangsu,Shen Yang Shi Bo Yuan,Theme Park,5A,Shen Yang Shi,Liaoning,50,2025/2/4,5.5,50,0,4.4,Yes,5617,7,"Chang Zhou Zhong Hua Kong Long Yuan ,  San Jiang Cheng Yang Ba Zhai ,  Tian Xia Di Yi Quan ,  Cai Shi Ji ,  Bei Jing Zhi Wu Yuan ,  Lu Ya Shan",Fei Ji + Da Ba,Winter,Yes,Recommend,Satisfied
2958,Male,35,26-35,Shanxi,Mang Dang Shan,Historical Culture,5A,Shang Qiu Shi,Henan,90,2023/5/13,3,90,0,4.1,No,,,,,Chun Ji,Yes,Recommend,Satisfied
3023,Female,35,26-35,Sichuan,Hua Guo Shan,Natural Culture,5A,Lian Yun Gang Shi,Jiangsu,90,2025/4/30,7.5,399.3,309.3,4.9,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
4972,Female,41,36-45,Shandong,Zhong Nan Shan,Natural Culture,4A,Xi An Shi,Shaanxi,65,2023/1/8,1.3,65,0,4,No,,,,,Winter,Yes,Recommend,Satisfied
1550,Male,49,46-55,Shandong,Xi Shuang Ban Na Re Dai Zhi Wu Yuan,Botanical Garden,5A,Xi Shuang Ban Na Zhou,Yunnan,80,2022/10/17,2.9,104.97,24.97,4.8,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
1396,Female,42,36-45,Ningxia,Gui Gang Gui Ping Xi Shan,Natural Culture,4A,Gui Gang Shi,Guangxi,80,2024/2/15,5.5,423.12,343.12,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
6138,Female,60,56+,Shanghai,Dong Lin Si,Religious Culture,4A,Jiu Jiang Shi,Jiangxi,0,2022/8/22,3.2,129.1,129.1,4.4,Yes,1003,7,"Jiu Yi Ba Li Shi Bo Wu Guan ,  Qing Yuan Shan ,  Zhou Zhuang Gu Zhen ,  Pu Da Cuo Guo Jia Gong Yuan",Kong Tiao Da Ba,Summer,No,Recommend,Satisfied
764,Female,54,46-55,Heilongjiang,Lu Ya Shan,Natural Scenery,4A,Xin Zhou Shi,Shanxi,100,2022/10/7,3.7,302.36,202.36,4.1,Yes,2219,5,"Qi Yun Shan ,  Zhan Jiang Hu Guang Yan ,  Bei Da Hu Hua Xue Chang ,  Hong Dong Da Huai Shu ,  Shang Hai Ye Sheng Dong Wu Yuan",Kong Tiao Da Ba,Autumn,Yes,Recommend,Satisfied
8617,Male,48,46-55,Hunan,Wan Ning Xing Long Re Dai Zhi Wu Yuan,Botanical Garden,4A,Wan Ning Shi,Hainan,60,2023/7/28,3.6,391.22,331.22,4.8,No,,,,,Summer,No,Highly Recommend,Very Satisfied
9059,Male,38,36-45,Yunnan,Liu Gong Dao,Revolutionary Site,5A,Wei Hai Shi,Shandong,130,2023/3/10,2.4,517.49,387.49,4.5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
4660,Female,46,46-55,Heilongjiang,Ping Yao Gu Cheng,Ancient Town,5A,Jin Zhong Shi,Shanxi,125,2025/1/11,1.1,125,0,4.6,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
8312,Female,54,46-55,Jiangxi,Qi Kou Gu Zhen,Ancient Town,4A,Lv Liang Shi,Shanxi,0,2024/12/28,5.6,39.85,39.85,4.2,No,,,,,Winter,Yes,Recommend,Satisfied
1203,Female,31,26-35,Chongqing,Ya Nuo Da Yu Lin,Natural Scenery,5A,San Ya Shi,Hainan,168,2023/3/23,6.4,216.7,48.7,5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
284,Male,27,26-35,Beijing,Yuan Tou Zhu,Natural Scenery,5A,Wu Xi Shi,Jiangsu,90,2024/1/16,6.4,172.27,82.27,4.4,Yes,2612,7,"Mao Ling ,  Li Jiang Gu Cheng ,  Tie Ling Long Shou Shan ,  Kuan Zhai Xiang Zi",Kong Tiao Da Ba,Winter,Yes,Recommend,Satisfied
4211,Male,19,18-25,Tibet,Yun Tai Shan,Natural Scenery,5A,Jiao Zuo Shi,Henan,120,2025/2/7,2.6,213.91,93.91,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
2361,Female,55,46-55,Jiangsu,Shang Hai Zhang Feng Hai Yang Shi Jie,Shui Zu Guan,4A,Shanghai,Shanghai,180,2023/7/7,6.7,180,0,5,Yes,1032,1,"San Ming Tai Ning Da Jin Hu ,  Fen Jie Zhou Dao ,  Mu Lan Wen Hua Sheng Tai Lv You Qu ,  Wu Gong Shan",Kong Tiao Da Ba,Summer,No,Highly Recommend,Very Satisfied
6451,Male,31,26-35,Jiangsu,Shao Xing Lu Xun Gu Li,Historical Culture,5A,Shao Xing Shi,Zhejiang,0,2025/3/10,3.9,345.5,345.5,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
4983,Male,67,56+,Shandong,Nan Ning Qing Xiu Shan,Natural Scenery,5A,Nan Ning Shi,Guangxi,20,2022/7/31,3.7,129.75,109.75,4.4,No,,,,,Summer,Yes,Recommend,Satisfied
8984,Female,33,26-35,Jilin,Su Zhou Hu Qiu,Historical Culture,5A,Su Zhou Shi,Jiangsu,80,2024/6/26,1.2,270.9,190.9,4.3,No,,,,,Summer,No,Recommend,Satisfied
387,Male,22,18-25,Chongqing,San Qing Shan,Natural Scenery,5A,Shang Rao Shi,Jiangxi,120,2024/9/2,6.3,311.5,191.5,4.6,Yes,578,1,"Tong Tian Yan ,  Tai Hang Shan Da Xia Gu ,  Shang Hai Du Sha Fu Ren La Xiang Guan",Gao Tie + Da Ba,Autumn,No,Highly Recommend,Very Satisfied
3169,Female,35,26-35,Shaanxi,Shan Hai Guan,Historical Culture,5A,Qin Huang Dao Shi,Hebei,50,2023/6/10,2.7,333.98,283.98,4.9,Yes,928,6,"Lu Ya Shan ,  Gu Bei Shui Zhen ,  Fu Xin Hai Tang Shan ,  Wen Zhou Nan Xi Jiang",Gao Tie + Da Ba,Summer,Yes,Highly Recommend,Very Satisfied
5318,Female,18,18-25,Guizhou,San Fang Qi Xiang,Historical Culture,5A,Fu Zhou Shi,Fujian,0,2022/10/13,7.5,460.36,460.36,4.5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
6461,Female,51,46-55,Tianjin,Cheng De Bi Shu Shan Zhuang,Historical Culture,5A,Cheng De Shi,Hebei,130,2022/12/31,5.7,160.01,30.01,4.2,No,,,,,Winter,Yes,Recommend,Satisfied
9390,Male,21,18-25,Taiwan,Yan An Ge Ming Ji Nian Guan,Revolutionary Site,5A,Yan An Shi,Shaanxi,0,2023/12/26,2.3,0,0,4.4,Yes,6111,3,"Yan An Ge Ming Ji Nian Guan ,  Liao Cheng Dong Chang Hu ,  Bai Ma Si ,  Shan Hai Guan ,  Zhao Yang Feng Huang Shan ,  Dong Fang Ming Zhu",Gao Tie + Da Ba,Winter,No,Recommend,Satisfied
6895,Female,37,36-45,Henan,Fang Cheng Gang Shi Wan Da Shan,Natural Scenery,4A,Fang Cheng Gang Shi,Guangxi,60,2024/12/8,1,132.06,72.06,4,No,,,,,Winter,Yes,Recommend,Satisfied
6353,Male,18,18-25,Shanghai,Xiang Yang Gu Long Zhong,Historical Culture,5A,Xiang Yang Shi,Hubei,87,2023/1/5,3.7,457.18,370.18,4.4,Yes,3744,6,"Yan Bian Chao Xian Zu Min Su Yuan ,  Dong Lin Si ,  Yan Men Guan ,  Hong Dong Da Huai Shu ,  Xiao Lang Di",Fei Ji + Da Ba,Winter,Yes,Recommend,Satisfied
53,Male,42,36-45,Qinghai,Bei Hai Gong Yuan,Cheng Shi Gong Yuan,4A,Beijing,Beijing,10,2023/10/9,2.3,10,0,4.3,Yes,4532,4,"Zhan Jiang Hu Guang Yan ,  Yi Chun Wu Ying Guo Jia Sen Lin Gong Yuan ,  Hua Qing Gong",Fei Ji + Da Ba,Autumn,Yes,Recommend,Satisfied
2340,Female,60,56+,Yunnan,Xing Tai Da Xia Gu,Natural Scenery,4A,Xing Tai Shi,Hebei,50,2023/12/28,1.4,50,0,4.6,Yes,1422,3,"Fu Rong Zhen ,  Yu Long Xue Shan ,  Shang Hai Bo Wu Guan ,  Zhang Jia Kou Da Jing Men ,  Ji Gong Shan ,  Tang Shan Nan Hu",Kong Tiao Da Ba,Winter,No,Highly Recommend,Very Satisfied
7929,Male,64,56+,Heilongjiang,Tai Bai Shan,Natural Scenery,5A,Bao Ji Shi,Shaanxi,90,2024/5/3,1.8,126.11,36.11,4.9,Yes,1652,6,"Gui Lin Li Jiang ,  Wu Zhou Qi Lou Cheng ,  Qing Dao Hai Bin Feng Jing Qu ,  Long Yan Guan Zhi Shan ,  Teng Wang Ge",Gao Tie + Da Ba,Chun Ji,No,Highly Recommend,Very Satisfied
128,Male,70,56+,Taiwan,Li Shui Yun He Ti Tian,Natural Scenery,4A,Li Shui Shi,Zhejiang,80,2023/7/6,6.3,83.98,3.98,4.3,No,,,,,Summer,No,Recommend,Satisfied
5148,Male,24,18-25,Hubei,Zhong Nan Shan,Natural Culture,4A,Xi An Shi,Shaanxi,65,2023/12/11,2.3,475.03,410.03,4,No,,,,,Winter,No,Recommend,Satisfied
3027,Female,19,18-25,Inner Mongolia,Tie Ling Long Shou Shan,Natural Scenery,4A,Tie Ling Shi,Liaoning,0,2024/5/28,3,478.11,478.11,4.1,No,,,,,Chun Ji,No,Recommend,Satisfied
6386,Male,26,26-35,Macau,Huang Shi Guo Jia Kuang Shan Gong Yuan,Gong Ye Lv You,4A,Huang Shi Shi,Hubei,50,2024/6/25,6.3,119.97,69.97,4.3,No,,,,,Summer,No,Recommend,Satisfied
6234,Male,27,26-35,Henan,San Qing Shan,Natural Scenery,5A,Shang Rao Shi,Jiangxi,120,2023/10/22,5.4,462.61,342.61,4.2,Yes,1556,5,"Xi Tang Gu Zhen ,  Liu Zhou Long Tan Gong Yuan ,  Xiang Ge Li La",Kong Tiao Da Ba,Autumn,Yes,Recommend,Satisfied
373,Female,56,56+,Hubei,Sheng Suo Fei Ya Jiao Tang,Historical Architecture,4A,Ha Er Bin Shi,Heilongjiang,20,2023/1/28,7.6,193.73,173.73,4.4,No,,,,,Winter,Yes,Recommend,Satisfied
3445,Female,56,56+,Jiangsu,Hu Kou Pu Bu,Natural Scenery,4A,Lin Fen Shi,Shanxi,100,2024/11/11,1.5,100,0,4,No,,,,,Autumn,No,Recommend,Satisfied
5712,Male,30,26-35,Sichuan,Long Hu Shan,Natural Culture,5A,Ying Tan Shi,Jiangxi,165,2025/5/2,5.4,165,0,4.2,No,,,,,Chun Ji,No,Recommend,Satisfied
1153,Male,30,26-35,Shaanxi,Xi Bai Po,Revolutionary Site,5A,Shi Jia Zhuang Shi,Hebei,0,2022/9/19,6.9,142.1,142.1,5,Yes,1241,1,"Qiao Jia Da Yuan ,  Da Lian Xing Hai Guang Chang ,  Zhong Guo Xue Xiang ,  Teng Wang Ge ,  Sui Hua Jin Gui Shan Zhuang ,  Chang Chun Shi Jie Diao Su Yuan",Gao Tie + Da Ba,Autumn,No,Highly Recommend,Very Satisfied
8636,Male,24,18-25,Zhejiang,San Xing Dui Yi Zhi,Historical Site,4A,De Yang Shi,Sichuan,80,2024/5/12,6.6,80,0,4.2,Yes,1025,1,"Fu Xin Hai Tang Shan ,  Tian Mu Hu ,  Ming Yue Shan ,  Tian Zi Fang",Gao Tie + Da Ba,Chun Ji,Yes,Recommend,Satisfied
891,Male,32,26-35,Anhui,Yun Cheng Yan Hu,Natural Scenery,4A,Yun Cheng Shi,Shanxi,30,2023/4/24,4.7,455.18,425.18,4.7,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
7393,Female,59,56+,Taiwan,Yue Yang Lou,Historical Architecture,5A,Yue Yang Shi,Hunan,70,2022/8/22,7.1,70,0,4.5,No,,,,,Summer,No,Highly Recommend,Very Satisfied
3794,Male,25,18-25,Hong Kong,Ha Er Bin Bing Xue Da Shi Jie,Theme Park,4A,Ha Er Bin Shi,Heilongjiang,330,2022/12/28,2.3,612.03,282.03,4.1,No,,,,,Winter,No,Recommend,Satisfied
2477,Female,60,56+,Ningxia,Jiu Zhai Gou,Natural Scenery,5A,A Ba Zhou,Sichuan,220,2023/9/15,6.4,369.37,149.37,4.8,No,,,,,Autumn,No,Highly Recommend,Very Satisfied
2366,Male,59,56+,Yunnan,Ying Hu,Natural Scenery,4A,An Kang Shi,Shaanxi,70,2024/10/15,4.3,160.63,90.63,4.8,Yes,6013,6,"Chang Jia Zhuang Yuan ,  Yuan Tou Zhu ,  Cai Shi Ji ,  Po Yang Hu",Gao Tie + Da Ba,Autumn,Yes,Highly Recommend,Very Satisfied
6692,Female,26,26-35,Macau,Guang Zhou Zhang Long Lv You Du Jia Qu,Theme Park,5A,Guang Zhou Shi,Guangdong,350,2023/10/13,3.4,350,0,5,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
1879,Female,34,26-35,Zhejiang,E Mei Shan,Natural Culture,5A,Le Shan Shi,Sichuan,160,2024/10/24,3.7,462.28,302.28,4.7,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
7829,Female,25,18-25,Guangxi,Yun Nan Min Zu Cun,Theme Park,4A,Kun Ming Shi,Yunnan,90,2022/12/31,7.7,216.27,126.27,4.1,No,,,,,Winter,Yes,Recommend,Satisfied
4845,Female,62,56+,Jiangsu,Guang Zhou Zhang Long Lv You Du Jia Qu,Theme Park,5A,Guang Zhou Shi,Guangdong,350,2023/2/26,6,395.19,45.19,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
2154,Female,52,46-55,Zhejiang,Du Fu Cao Tang,Historical Culture,4A,Cheng Du Shi,Sichuan,60,2025/3/14,6.7,281.87,221.87,3.9,No,,,,,Chun Ji,No,Recommend,Satisfied
5144,Male,68,56+,Beijing,Chao Hu,Natural Scenery,4A,He Fei Shi,Anhui,0,2023/6/14,1.4,152.58,152.58,4.5,Yes,6987,5,"Bai Yang Dian ,  Wu Xi Ying Shi Ji Di ,  Qing Cheng Shan ,  Wu Da Lian Chi ,  Qi Yun Shan",Fei Ji + Da Ba,Summer,No,Highly Recommend,Very Satisfied
8280,Male,61,56+,Fujian,Jin Zhou Bi Jia Shan,Natural Scenery,4A,Jin Zhou Shi,Liaoning,65,2024/8/28,6.9,512.14,447.14,4.5,Yes,746,7,"Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan ,  Hang Zhou Xi Hu ,  Shang Hai Hai Yang Shui Zu Guan ,  Jin Ci",Fei Ji + Da Ba,Summer,No,Highly Recommend,Very Satisfied
8012,Female,18,18-25,Anhui,Shang Hai Da Guan Yuan,Theme Park,4A,Shanghai,Shanghai,60,2022/9/18,2.8,60,0,4.9,No,,,,,Autumn,Yes,Highly Recommend,Very Satisfied
1371,Female,38,36-45,Beijing,Long Yan Guan Zhi Shan,Natural Scenery,4A,Long Yan Shi,Fujian,115,2023/8/23,2.5,115,0,4.7,Yes,1710,5,"Mao Shan ,  Xuan Kong Si ,  Xiang Shan Gong Yuan ,  Peng Lai Ge ,  Shou Xi Hu ,  He Zhou Huang Yao Gu Zhen",Kong Tiao Da Ba,Summer,No,Highly Recommend,Very Satisfied
1272,Male,44,36-45,Shaanxi,Shang Hai Zi Ran Bo Wu Guan,Wen Bo Yuan Guan,4A,Shanghai,Shanghai,30,2025/2/18,5.9,249.03,219.03,4.3,No,,,,,Winter,Yes,Recommend,Satisfied
9135,Female,67,56+,Shandong,San He Gu Zhen,Ancient Town,5A,He Fei Shi,Anhui,0,2025/2/25,4.5,327.44,327.44,4.1,No,,,,,Winter,Yes,Recommend,Satisfied
2543,Male,65,56+,Qinghai,Jin Si Xia,Natural Scenery,5A,Shang Luo Shi,Shaanxi,100,2024/7/27,7.6,470.52,370.52,4.6,Yes,7641,3,"Jiu Yi Ba Li Shi Bo Wu Guan ,  Fang Te Huan Le Shi Jie ,  Guan Lin ,  Wu Hou Ci ,  Jian Shui Gu Cheng ,  Shang Hai Chen Shan Zhi Wu Yuan",Kong Tiao Da Ba,Summer,Yes,Highly Recommend,Very Satisfied
305,Female,33,26-35,Ningxia,San Qing Shan,Natural Scenery,5A,Shang Rao Shi,Jiangxi,120,2024/12/12,1.5,126.61,6.61,3.9,Yes,911,7,"Long Hu Shan ,  Zi Bo Zhou Cun Gu Shang Cheng ,  Lu Ya Shan ,  Heng Dian Ying Shi Cheng ,  Chang Zhou Zhong Hua Kong Long Yuan",Kong Tiao Da Ba,Winter,No,Recommend,Satisfied
3003,Male,27,26-35,Inner Mongolia,Xing Tai Da Xia Gu,Natural Scenery,4A,Xing Tai Shi,Hebei,50,2025/2/13,1.2,487.16,437.16,4.1,No,,,,,Winter,Yes,Recommend,Satisfied
1836,Male,35,26-35,Liaoning,Yue Yang Jun Shan Dao,Natural Scenery,5A,Yue Yang Shi,Hunan,78,2023/8/25,4.7,506.12,428.12,4.9,No,,,,,Summer,No,Highly Recommend,Very Satisfied
4612,Male,33,26-35,Yunnan,Jing De Zhen Tao Ci Bo Wu Guan,Wen Bo Yuan Guan,4A,Jing De Zhen Shi,Jiangxi,0,2023/4/29,7.8,173.27,173.27,4.6,Yes,1108,6,"Wu Xi Ying Shi Ji Di ,  Shang Hai Da Guan Yuan ,  Dong Hu ,  Shang Hai Shi Ji Gong Yuan",Fei Ji + Da Ba,Chun Ji,Yes,Highly Recommend,Very Satisfied
2605,Female,62,56+,Liaoning,Rui Jin Gong He Guo Yao Lan,Revolutionary Site,5A,Gan Zhou Shi,Jiangxi,65,2025/4/14,3.6,246.98,181.98,4.6,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
4578,Female,61,56+,Hunan,Wei Zhou Dao,Natural Scenery,5A,Bei Hai Shi,Guangxi,98,2024/5/23,1.8,162.62,64.62,5,No,,,,,Chun Ji,No,Highly Recommend,Very Satisfied
5062,Male,67,56+,Beijing,Gui Feng,Natural Scenery,5A,Shang Rao Shi,Jiangxi,60,2023/2/2,1.7,516.68,456.68,5,No,,,,,Winter,Yes,Highly Recommend,Very Satisfied
5142,Male,70,56+,Heilongjiang,Si Ping Zhan Yi Ji Nian Guan,Revolutionary Site,4A,Si Ping Shi,Jilin,0,2024/6/1,3.2,0,0,4,No,,,,,Summer,Yes,Recommend,Satisfied
8422,Female,34,26-35,Liaoning,Tao Hua Yuan,Natural Culture,4A,Chang De Shi,Hunan,128,2022/10/25,6.4,581.08,453.08,3.9,Yes,1333,6,"Shang Hai Zi Ran Bo Wu Guan ,  Chen Jia Ci ,  San Xia Ren Jia",Fei Ji + Da Ba,Autumn,Yes,Recommend,Satisfied
3025,Female,52,46-55,Hainan,Heng Shui Hu,Natural Scenery,4A,Heng Shui Shi,Hebei,30,2023/4/23,1.8,30,0,4.8,No,,,,,Chun Ji,Yes,Highly Recommend,Very Satisfied
9311,Female,59,56+,Anhui,Nan Luo Gu Xiang,Historical Culture,4A,Beijing,Beijing,0,2023/6/13,1.5,196.72,196.72,4.4,No,,,,,Summer,No,Recommend,Satisfied
8067,Female,25,18-25,Shandong,Hua Qing Gong,Historical Culture,5A,Xi An Shi,Shaanxi,120,2023/12/12,4.2,375.12,255.12,4.6,No,,,,,Winter,No,Highly Recommend,Very Satisfied
7049,Male,46,46-55,Sichuan,Shao Xing Lu Xun Gu Li,Historical Culture,5A,Shao Xing Shi,Zhejiang,0,2024/11/1,3.6,0,0,4,No,,,,,Autumn,No,Recommend,Satisfied
