attraction_name,attraction_category,attraction_level,city,province,ticket_price,price_tier,item_idx,soup
Hua Shan Mi Ku,Zi_Ran_Qi_Guan,4A,Huang_Shan_Shi,Anhui,91.0,Premium,124,Zi_Ran_Qi_Guan Zi_Ran_Qi_Guan Zi_Ran_Qi_Guan Huang_Shan_Shi Huang_Shan_Shi 4A Anhui Premium
Huang Cheng Xiang Fu,Historical_Architecture,5A,Jin_Cheng_Shi,Shanxi,120.0,Premium,125,Historical_Architecture Historical_Architecture Historical_Architecture Jin_Cheng_Shi Jin_Cheng_Shi 5A Shanxi Premium
Huang Di Ling,Historical_Culture,5A,Yan_An_Shi,Shaanxi,75.0,Premium,126,Historical_Culture Historical_Culture Historical_Culture Yan_An_Shi Yan_An_Shi 5A Shaanxi Premium
Huang He Feng Jing Qu,Natural_Scenery,4A,Zheng_Zhou_Shi,Henan,60.0,Premium,127,Natural_Scenery Natural_Scenery Natural_Scenery Zheng_Zhou_Shi Zheng_Zhou_Shi 4A Henan Premium
Huang He Lou,Historical_Architecture,5A,Wu_Han_Shi,Hubei,70.0,Premium,128,Historical_Architecture Historical_Architecture Historical_Architecture Wu_Han_Shi Wu_Han_Shi 5A Hubei Premium
Huang Long,Natural_Scenery,5A,A_Ba_Zhou,Sichuan,170.0,Premium,129,Natural_Scenery Natural_Scenery Natural_Scenery A_Ba_Zhou A_Ba_Zhou 5A Sichuan Premium
Huang Shan,Natural_Scenery,5A,Huang_Shan_Shi,Anhui,190.0,Premium,130,Natural_Scenery Natural_Scenery Natural_Scenery Huang_Shan_Shi Huang_Shan_Shi 5A Anhui Premium
Huang Shi Guo Jia Kuang Shan Gong Yuan,Gong_Ye_Lv_You,4A,Huang_Shi_Shi,Hubei,50.0,Premium,131,Gong_Ye_Lv_You Gong_Ye_Lv_You Gong_Ye_Lv_You Huang_Shi_Shi Huang_Shi_Shi 4A Hubei Premium
Hui Min Jie,Food_Street,3A,Xi_An_Shi,Shaanxi,0.0,MidRange,132,Food_Street Food_Street Food_Street Xi_An_Shi Xi_An_Shi 3A Shaanxi MidRange
Hui Zhou Xi Hu,Natural_Scenery,4A,Hui_Zhou_Shi,Guangdong,0.0,MidRange,133,Natural_Scenery Natural_Scenery Natural_Scenery Hui_Zhou_Shi Hui_Zhou_Shi 4A Guangdong MidRange
Ji Gong Shan,Natural_Scenery,4A,Xin_Yang_Shi,Henan,60.0,Premium,134,Natural_Scenery Natural_Scenery Natural_Scenery Xin_Yang_Shi Xin_Yang_Shi 4A Henan Premium
Ji Lin Bei Shan,Natural_Culture,4A,Ji_Lin_Shi,Jilin,0.0,MidRange,135,Natural_Culture Natural_Culture Natural_Culture Ji_Lin_Shi Ji_Lin_Shi 4A Jilin MidRange
Ji Xi Xing Kai Hu,Natural_Scenery,4A,Ji_Xi_Shi,Heilongjiang,45.0,Premium,136,Natural_Scenery Natural_Scenery Natural_Scenery Ji_Xi_Shi Ji_Xi_Shi 4A Heilongjiang Premium
Jia Mu Si Tong Jiang San Jiang Kou,Natural_Scenery,4A,Jia_Mu_Si_Shi,Heilongjiang,30.0,Premium,137,Natural_Scenery Natural_Scenery Natural_Scenery Jia_Mu_Si_Shi Jia_Mu_Si_Shi 4A Heilongjiang Premium
Jia Xing Nan Hu,Revolutionary_Site,5A,Jia_Xing_Shi,Zhejiang,60.0,Premium,138,Revolutionary_Site Revolutionary_Site Revolutionary_Site Jia_Xing_Shi Jia_Xing_Shi 5A Zhejiang Premium
Jian Men Guan,Historical_Culture,5A,Guang_Yuan_Shi,Sichuan,105.0,Premium,139,Historical_Culture Historical_Culture Historical_Culture Guang_Yuan_Shi Guang_Yuan_Shi 5A Sichuan Premium
Jian Shui Gu Cheng,Ancient_Town,4A,Hong_He_Zhou,Yunnan,0.0,MidRange,140,Ancient_Town Ancient_Town Ancient_Town Hong_He_Zhou Hong_He_Zhou 4A Yunnan MidRange
Jin Ci,Historical_Culture,4A,Tai_Yuan_Shi,Shanxi,80.0,Premium,141,Historical_Culture Historical_Culture Historical_Culture Tai_Yuan_Shi Tai_Yuan_Shi 4A Shanxi Premium
Jin Ji Hu,Urban_Landscape,5A,Su_Zhou_Shi,Jiangsu,0.0,MidRange,142,Urban_Landscape Urban_Landscape Urban_Landscape Su_Zhou_Shi Su_Zhou_Shi 5A Jiangsu MidRange
Jin Li,Historical_Culture,3A,Cheng_Du_Shi,Sichuan,0.0,MidRange,143,Historical_Culture Historical_Culture Historical_Culture Cheng_Du_Shi Cheng_Du_Shi 3A Sichuan MidRange
Jin Shan Ling Chang Cheng,Historical_Culture,4A,Cheng_De_Shi,Hebei,65.0,Premium,144,Historical_Culture Historical_Culture Historical_Culture Cheng_De_Shi Cheng_De_Shi 4A Hebei Premium
Jin Shi Tan,Natural_Scenery,5A,Da_Lian_Shi,Liaoning,120.0,Premium,145,Natural_Scenery Natural_Scenery Natural_Scenery Da_Lian_Shi Da_Lian_Shi 5A Liaoning Premium
Jin Si Xia,Natural_Scenery,5A,Shang_Luo_Shi,Shaanxi,100.0,Premium,146,Natural_Scenery Natural_Scenery Natural_Scenery Shang_Luo_Shi Shang_Luo_Shi 5A Shaanxi Premium
Jin Zhou Bi Jia Shan,Natural_Scenery,4A,Jin_Zhou_Shi,Liaoning,65.0,Premium,147,Natural_Scenery Natural_Scenery Natural_Scenery Jin_Zhou_Shi Jin_Zhou_Shi 4A Liaoning Premium
Jing De Zhen Gu Yao,Historical_Culture,5A,Jing_De_Zhen_Shi,Jiangxi,95.0,Premium,148,Historical_Culture Historical_Culture Historical_Culture Jing_De_Zhen_Shi Jing_De_Zhen_Shi 5A Jiangxi Premium
Jing De Zhen Tao Ci Bo Wu Guan,Wen_Bo_Yuan_Guan,4A,Jing_De_Zhen_Shi,Jiangxi,0.0,MidRange,149,Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Jing_De_Zhen_Shi Jing_De_Zhen_Shi 4A Jiangxi MidRange
Jing Gang Shan,Revolutionary_Site,5A,Ji_An_Shi,Jiangxi,165.0,Premium,150,Revolutionary_Site Revolutionary_Site Revolutionary_Site Ji_An_Shi Ji_An_Shi 5A Jiangxi Premium
Jing Men Ming Xian Ling,Historical_Site,4A,Jing_Men_Shi,Hubei,50.0,Premium,151,Historical_Site Historical_Site Historical_Site Jing_Men_Shi Jing_Men_Shi 4A Hubei Premium
Jing Po Hu,Natural_Scenery,5A,Mu_Dan_Jiang_Shi,Heilongjiang,100.0,Premium,152,Natural_Scenery Natural_Scenery Natural_Scenery Mu_Dan_Jiang_Shi Mu_Dan_Jiang_Shi 5A Heilongjiang Premium
Jing Yue Tan,Natural_Scenery,5A,Chang_Chun_Shi,Jilin,30.0,Premium,153,Natural_Scenery Natural_Scenery Natural_Scenery Chang_Chun_Shi Chang_Chun_Shi 5A Jilin Premium
Jing Zhou Gu Cheng,Historical_Culture,4A,Jing_Zhou_Shi,Hubei,35.0,Premium,154,Historical_Culture Historical_Culture Historical_Culture Jing_Zhou_Shi Jing_Zhou_Shi 4A Hubei Premium
Jiu Hua Shan,Religious_Culture,5A,Chi_Zhou_Shi,Anhui,160.0,Premium,155,Religious_Culture Religious_Culture Religious_Culture Chi_Zhou_Shi Chi_Zhou_Shi 5A Anhui Premium
Jiu Yi Ba Li Shi Bo Wu Guan,Revolutionary_Site,4A,Shen_Yang_Shi,Liaoning,0.0,MidRange,156,Revolutionary_Site Revolutionary_Site Revolutionary_Site Shen_Yang_Shi Shen_Yang_Shi 4A Liaoning MidRange
Jiu Zhai Gou,Natural_Scenery,5A,A_Ba_Zhou,Sichuan,220.0,Premium,157,Natural_Scenery Natural_Scenery Natural_Scenery A_Ba_Zhou A_Ba_Zhou 5A Sichuan Premium
Ju Zi Zhou,Cheng_Shi_Gong_Yuan,5A,Chang_Sha_Shi,Hunan,0.0,MidRange,158,Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Chang_Sha_Shi Chang_Sha_Shi 5A Hunan MidRange
Kai Feng Fu,Historical_Culture,4A,Kai_Feng_Shi,Henan,65.0,Premium,159,Historical_Culture Historical_Culture Historical_Culture Kai_Feng_Shi Kai_Feng_Shi 4A Henan Premium
Kai Ping Diao Lou,Historical_Architecture,5A,Jiang_Men_Shi,Guangdong,180.0,Premium,160,Historical_Architecture Historical_Architecture Historical_Architecture Jiang_Men_Shi Jiang_Men_Shi 5A Guangdong Premium
Kuan Zhai Xiang Zi,Historical_Culture,3A,Cheng_Du_Shi,Sichuan,0.0,MidRange,161,Historical_Culture Historical_Culture Historical_Culture Cheng_Du_Shi Cheng_Du_Shi 3A Sichuan MidRange
Kun Ming Shi Bo Yuan,Theme_Park,5A,Kun_Ming_Shi,Yunnan,100.0,Premium,162,Theme_Park Theme_Park Theme_Park Kun_Ming_Shi Kun_Ming_Shi 5A Yunnan Premium
Lai Bin Jin Xiu Sheng Tang Shan,Natural_Scenery,4A,Lai_Bin_Shi,Guangxi,65.0,Premium,163,Natural_Scenery Natural_Scenery Natural_Scenery Lai_Bin_Shi Lai_Bin_Shi 4A Guangxi Premium
Lang Fang Tian Xia Di Yi Cheng,Theme_Park,4A,Lang_Fang_Shi,Hebei,80.0,Premium,164,Theme_Park Theme_Park Theme_Park Lang_Fang_Shi Lang_Fang_Shi 4A Hebei Premium
Lang Shan,Natural_Scenery,5A,Shao_Yang_Shi,Hunan,136.0,Premium,165,Natural_Scenery Natural_Scenery Natural_Scenery Shao_Yang_Shi Shao_Yang_Shi 5A Hunan Premium
Lang Ya Shan,Natural_Culture,4A,Chu_Zhou_Shi,Anhui,95.0,Premium,166,Natural_Culture Natural_Culture Natural_Culture Chu_Zhou_Shi Chu_Zhou_Shi 4A Anhui Premium
Lang Zhong Gu Cheng,Ancient_Town,5A,Nan_Chong_Shi,Sichuan,120.0,Premium,167,Ancient_Town Ancient_Town Ancient_Town Nan_Chong_Shi Nan_Chong_Shi 5A Sichuan Premium
Lao Jun Shan,Natural_Culture,5A,Luo_Yang_Shi,Henan,100.0,Premium,168,Natural_Culture Natural_Culture Natural_Culture Luo_Yang_Shi Luo_Yang_Shi 5A Henan Premium
Lao Shan,Natural_Scenery,5A,Qing_Dao_Shi,Shandong,90.0,Premium,169,Natural_Scenery Natural_Scenery Natural_Scenery Qing_Dao_Shi Qing_Dao_Shi 5A Shandong Premium
Le Shan Da Fu,Religious_Culture,5A,Le_Shan_Shi,Sichuan,80.0,Premium,170,Religious_Culture Religious_Culture Religious_Culture Le_Shan_Shi Le_Shan_Shi 5A Sichuan Premium
Li Jiang Gu Cheng,Ancient_Town,5A,Li_Jiang_Shi,Yunnan,80.0,Premium,171,Ancient_Town Ancient_Town Ancient_Town Li_Jiang_Shi Li_Jiang_Shi 5A Yunnan Premium
Li Shui Yun He Ti Tian,Natural_Scenery,4A,Li_Shui_Shi,Zhejiang,80.0,Premium,172,Natural_Scenery Natural_Scenery Natural_Scenery Li_Shui_Shi Li_Shui_Shi 4A Zhejiang Premium
Liao Cheng Dong Chang Hu,Natural_Scenery,4A,Liao_Cheng_Shi,Shandong,0.0,MidRange,173,Natural_Scenery Natural_Scenery Natural_Scenery Liao_Cheng_Shi Liao_Cheng_Shi 4A Shandong MidRange
Liao Yang Guang You Si,Religious_Culture,4A,Liao_Yang_Shi,Liaoning,40.0,Premium,174,Religious_Culture Religious_Culture Religious_Culture Liao_Yang_Shi Liao_Yang_Shi 4A Liaoning Premium
Liao Yuan Kuang Gong Mu,Revolutionary_Site,4A,Liao_Yuan_Shi,Jilin,30.0,Premium,175,Revolutionary_Site Revolutionary_Site Revolutionary_Site Liao_Yuan_Shi Liao_Yuan_Shi 4A Jilin Premium
Ling Shan Da Fu,Religious_Culture,5A,Wu_Xi_Shi,Jiangsu,210.0,Premium,176,Religious_Culture Religious_Culture Religious_Culture Wu_Xi_Shi Wu_Xi_Shi 5A Jiangsu Premium
Liu Ding Shan,Religious_Culture,5A,Yan_Bian_Zhou,Jilin,110.0,Premium,177,Religious_Culture Religious_Culture Religious_Culture Yan_Bian_Zhou Yan_Bian_Zhou 5A Jilin Premium
Liu Gong Dao,Revolutionary_Site,5A,Wei_Hai_Shi,Shandong,130.0,Premium,178,Revolutionary_Site Revolutionary_Site Revolutionary_Site Wei_Hai_Shi Wei_Hai_Shi 5A Shandong Premium
Liu Ye Hu,Natural_Scenery,4A,Chang_De_Shi,Hunan,0.0,MidRange,179,Natural_Scenery Natural_Scenery Natural_Scenery Chang_De_Shi Chang_De_Shi 4A Hunan MidRange
Liu Zhou Long Tan Gong Yuan,Natural_Scenery,4A,Liu_Zhou_Shi,Guangxi,0.0,MidRange,180,Natural_Scenery Natural_Scenery Natural_Scenery Liu_Zhou_Shi Liu_Zhou_Shi 4A Guangxi MidRange
Long Hu Shan,Natural_Culture,5A,Ying_Tan_Shi,Jiangxi,165.0,Premium,181,Natural_Culture Natural_Culture Natural_Culture Ying_Tan_Shi Ying_Tan_Shi 5A Jiangxi Premium
Long Ji Ti Tian,Natural_Scenery,4A,Gui_Lin_Shi,Guangxi,80.0,Premium,182,Natural_Scenery Natural_Scenery Natural_Scenery Gui_Lin_Shi Gui_Lin_Shi 4A Guangxi Premium
Long Men Shi Ku,Historical_Culture,5A,Luo_Yang_Shi,Henan,90.0,Premium,183,Historical_Culture Historical_Culture Historical_Culture Luo_Yang_Shi Luo_Yang_Shi 5A Henan Premium
Long Ting Gong Yuan,Historical_Culture,4A,Kai_Feng_Shi,Henan,50.0,Premium,184,Historical_Culture Historical_Culture Historical_Culture Kai_Feng_Shi Kai_Feng_Shi 4A Henan Premium
Long Wan Qun Guo Jia Sen Lin Gong Yuan,Natural_Scenery,4A,Tong_Hua_Shi,Jilin,50.0,Premium,185,Natural_Scenery Natural_Scenery Natural_Scenery Tong_Hua_Shi Tong_Hua_Shi 4A Jilin Premium
Long Yan Guan Zhi Shan,Natural_Scenery,4A,Long_Yan_Shi,Fujian,115.0,Premium,186,Natural_Scenery Natural_Scenery Natural_Scenery Long_Yan_Shi Long_Yan_Shi 4A Fujian Premium
Lu Gu Hu,Natural_Scenery,4A,Liang_Shan_Zhou,Sichuan,70.0,Premium,187,Natural_Scenery Natural_Scenery Natural_Scenery Liang_Shan_Zhou Liang_Shan_Zhou 4A Sichuan Premium
Lu Gu Hu ( Yun Nan Bu Fen ),Natural_Scenery,4A,Li_Jiang_Shi,Yunnan,70.0,Premium,188,Natural_Scenery Natural_Scenery Natural_Scenery Li_Jiang_Shi Li_Jiang_Shi 4A Yunnan Premium
Lu Shan,Natural_Culture,5A,Jiu_Jiang_Shi,Jiangxi,160.0,Premium,189,Natural_Culture Natural_Culture Natural_Culture Jiu_Jiang_Shi Jiu_Jiang_Shi 5A Jiangxi Premium
Lu Shui He Guo Jia Sen Lin Gong Yuan,Natural_Scenery,4A,Bai_Shan_Shi,Jilin,60.0,Premium,190,Natural_Scenery Natural_Scenery Natural_Scenery Bai_Shan_Shi Bai_Shan_Shi 4A Jilin Premium
Lu Ya Shan,Natural_Scenery,4A,Xin_Zhou_Shi,Shanxi,100.0,Premium,191,Natural_Scenery Natural_Scenery Natural_Scenery Xin_Zhou_Shi Xin_Zhou_Shi 4A Shanxi Premium
Luo Fu Shan,Natural_Scenery,5A,Hui_Zhou_Shi,Guangdong,60.0,Premium,192,Natural_Scenery Natural_Scenery Natural_Scenery Hui_Zhou_Shi Hui_Zhou_Shi 5A Guangdong Premium
Mang Dang Shan,Historical_Culture,5A,Shang_Qiu_Shi,Henan,90.0,Premium,193,Historical_Culture Historical_Culture Historical_Culture Shang_Qiu_Shi Shang_Qiu_Shi 5A Henan Premium
Mang Shan,Natural_Scenery,4A,Chen_Zhou_Shi,Hunan,80.0,Premium,194,Natural_Scenery Natural_Scenery Natural_Scenery Chen_Zhou_Shi Chen_Zhou_Shi 4A Hunan Premium
Mao Ling,Historical_Site,4A,Xian_Yang_Shi,Shaanxi,80.0,Premium,195,Historical_Site Historical_Site Historical_Site Xian_Yang_Shi Xian_Yang_Shi 4A Shaanxi Premium
Mao Shan,Religious_Culture,5A,Zhen_Jiang_Shi,Jiangsu,120.0,Premium,196,Religious_Culture Religious_Culture Religious_Culture Zhen_Jiang_Shi Zhen_Jiang_Shi 5A Jiangsu Premium
Mei Li Xue Shan,Natural_Scenery,4A,Di_Qing_Zhou,Yunnan,150.0,Premium,197,Natural_Scenery Natural_Scenery Natural_Scenery Di_Qing_Zhou Di_Qing_Zhou 4A Yunnan Premium
Mei Zhou Dao,Natural_Culture,5A,Pu_Tian_Shi,Fujian,65.0,Premium,198,Natural_Culture Natural_Culture Natural_Culture Pu_Tian_Shi Pu_Tian_Shi 5A Fujian Premium
Mei Zhou Ke Tian Xia,Wen_Hua_Lv_You,4A,Mei_Zhou_Shi,Guangdong,100.0,Premium,199,Wen_Hua_Lv_You Wen_Hua_Lv_You Wen_Hua_Lv_You Mei_Zhou_Shi Mei_Zhou_Shi 4A Guangdong Premium
Mian Shan,Natural_Culture,5A,Jin_Zhong_Shi,Shanxi,110.0,Premium,200,Natural_Culture Natural_Culture Natural_Culture Jin_Zhong_Shi Jin_Zhong_Shi 5A Shanxi Premium
Ming Huang Ling,Historical_Site,4A,Chu_Zhou_Shi,Anhui,70.0,Premium,201,Historical_Site Historical_Site Historical_Site Chu_Zhou_Shi Chu_Zhou_Shi 4A Anhui Premium
Ming Yue Shan,Natural_Scenery,5A,Yi_Chun_Shi,Jiangxi,95.0,Premium,202,Natural_Scenery Natural_Scenery Natural_Scenery Yi_Chun_Shi Yi_Chun_Shi 5A Jiangxi Premium
Mo Gan Shan,Natural_Scenery,4A,Hu_Zhou_Shi,Zhejiang,80.0,Premium,203,Natural_Scenery Natural_Scenery Natural_Scenery Hu_Zhou_Shi Hu_Zhou_Shi 4A Zhejiang Premium
Mu Lan Wen Hua Sheng Tai Lv You Qu,Natural_Culture,5A,Wu_Han_Shi,Hubei,80.0,Premium,204,Natural_Culture Natural_Culture Natural_Culture Wu_Han_Shi Wu_Han_Shi 5A Hubei Premium
Mu Tian Yu Chang Cheng,Historical_Culture,4A,Beijing,Beijing,45.0,Premium,205,Historical_Culture Historical_Culture Historical_Culture Beijing Beijing 4A Beijing Premium
Nan Chang Ba Yi Qi Yi Ji Nian Guan,Revolutionary_Site,4A,Nan_Chang_Shi,Jiangxi,0.0,MidRange,206,Revolutionary_Site Revolutionary_Site Revolutionary_Site Nan_Chang_Shi Nan_Chang_Shi 4A Jiangxi MidRange
Nan Jing Bo Wu Yuan,Wen_Bo_Yuan_Guan,4A,Nan_Jing_Shi,Jiangsu,0.0,MidRange,207,Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Nan_Jing_Shi Nan_Jing_Shi 4A Jiangsu MidRange
Nan Luo Gu Xiang,Historical_Culture,4A,Beijing,Beijing,0.0,MidRange,208,Historical_Culture Historical_Culture Historical_Culture Beijing Beijing 4A Beijing MidRange
Nan Ning Qing Xiu Shan,Natural_Scenery,5A,Nan_Ning_Shi,Guangxi,20.0,Premium,209,Natural_Scenery Natural_Scenery Natural_Scenery Nan_Ning_Shi Nan_Ning_Shi 5A Guangxi Premium
Nan Ping He Ping Gu Zhen,Ancient_Town,4A,Nan_Ping_Shi,Fujian,70.0,Premium,210,Ancient_Town Ancient_Town Ancient_Town Nan_Ping_Shi Nan_Ping_Shi 4A Fujian Premium
Nan Shan Wen Hua Lv You Qu,Religious_Culture,5A,San_Ya_Shi,Hainan,129.0,Premium,211,Religious_Culture Religious_Culture Religious_Culture San_Ya_Shi San_Ya_Shi 5A Hainan Premium
Nan Tong Lang Shan,Natural_Culture,4A,Nan_Tong_Shi,Jiangsu,70.0,Premium,212,Natural_Culture Natural_Culture Natural_Culture Nan_Tong_Shi Nan_Tong_Shi 4A Jiangsu Premium
Nan Xun Gu Zhen,Ancient_Town,5A,Hu_Zhou_Shi,Zhejiang,80.0,Premium,213,Ancient_Town Ancient_Town Ancient_Town Hu_Zhou_Shi Hu_Zhou_Shi 5A Zhejiang Premium
Nan Yue Heng Shan,Natural_Culture,5A,Heng_Yang_Shi,Hunan,110.0,Premium,214,Natural_Culture Natural_Culture Natural_Culture Heng_Yang_Shi Heng_Yang_Shi 5A Hunan Premium
Ning Bo Tian Yi Ge,Historical_Architecture,4A,Ning_Bo_Shi,Zhejiang,30.0,Premium,215,Historical_Architecture Historical_Architecture Historical_Architecture Ning_Bo_Shi Ning_Bo_Shi 4A Zhejiang Premium
Ning De Yuan Yang Xi,Natural_Scenery,5A,Ning_De_Shi,Fujian,78.0,Premium,216,Natural_Scenery Natural_Scenery Natural_Scenery Ning_De_Shi Ning_De_Shi 5A Fujian Premium
Peng Lai Ge,Historical_Culture,5A,Yan_Tai_Shi,Shandong,100.0,Premium,217,Historical_Culture Historical_Culture Historical_Culture Yan_Tai_Shi Yan_Tai_Shi 5A Shandong Premium
Ping Yao Gu Cheng,Ancient_Town,5A,Jin_Zhong_Shi,Shanxi,125.0,Premium,218,Ancient_Town Ancient_Town Ancient_Town Jin_Zhong_Shi Jin_Zhong_Shi 5A Shanxi Premium
Po Yang Hu,Natural_Scenery,4A,Jiu_Jiang_Shi,Jiangxi,0.0,MidRange,219,Natural_Scenery Natural_Scenery Natural_Scenery Jiu_Jiang_Shi Jiu_Jiang_Shi 4A Jiangxi MidRange
Pu Da Cuo Guo Jia Gong Yuan,Natural_Scenery,5A,Di_Qing_Zhou,Yunnan,138.0,Premium,220,Natural_Scenery Natural_Scenery Natural_Scenery Di_Qing_Zhou Di_Qing_Zhou 5A Yunnan Premium
Pu Tian Jiu Li Hu,Natural_Scenery,4A,Pu_Tian_Shi,Fujian,50.0,Premium,221,Natural_Scenery Natural_Scenery Natural_Scenery Pu_Tian_Shi Pu_Tian_Shi 4A Fujian Premium
Pu Tuo Shan,Religious_Culture,5A,Zhou_Shan_Shi,Zhejiang,160.0,Premium,222,Religious_Culture Religious_Culture Religious_Culture Zhou_Shan_Shi Zhou_Shan_Shi 5A Zhejiang Premium
Qi Kou Gu Zhen,Ancient_Town,4A,Lv_Liang_Shi,Shanxi,0.0,MidRange,223,Ancient_Town Ancient_Town Ancient_Town Lv_Liang_Shi Lv_Liang_Shi 4A Shanxi MidRange
Qi Tai He Bo Li Xi Da Quan,Natural_Scenery,4A,Qi_Tai_He_Shi,Heilongjiang,30.0,Premium,224,Natural_Scenery Natural_Scenery Natural_Scenery Qi_Tai_He_Shi Qi_Tai_He_Shi 4A Heilongjiang Premium
Qi Yun Shan,Natural_Culture,4A,Huang_Shan_Shi,Anhui,75.0,Premium,225,Natural_Culture Natural_Culture Natural_Culture Huang_Shan_Shi Huang_Shan_Shi 4A Anhui Premium
Qian Dao Hu,Natural_Scenery,5A,Hang_Zhou_Shi,Zhejiang,130.0,Premium,226,Natural_Scenery Natural_Scenery Natural_Scenery Hang_Zhou_Shi Hang_Zhou_Shi 5A Zhejiang Premium
Qian Fo Shan,Natural_Culture,4A,Ji_Nan_Shi,Shandong,30.0,Premium,227,Natural_Culture Natural_Culture Natural_Culture Ji_Nan_Shi Ji_Nan_Shi 4A Shandong Premium
Qian Jiang Cao Yu Gong Yuan,Cheng_Shi_Gong_Yuan,4A,Qian_Jiang_Shi,Hubei,0.0,MidRange,228,Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Qian_Jiang_Shi Qian_Jiang_Shi 4A Hubei MidRange
Qian Ling,Historical_Site,4A,Xian_Yang_Shi,Shaanxi,102.0,Premium,229,Historical_Site Historical_Site Historical_Site Xian_Yang_Shi Xian_Yang_Shi 4A Shaanxi Premium
Qian Shan,Natural_Scenery,5A,An_Shan_Shi,Liaoning,80.0,Premium,230,Natural_Scenery Natural_Scenery Natural_Scenery An_Shan_Shi An_Shan_Shi 5A Liaoning Premium
Qiao Jia Da Yuan,Historical_Architecture,5A,Jin_Zhong_Shi,Shanxi,115.0,Premium,231,Historical_Architecture Historical_Architecture Historical_Architecture Jin_Zhong_Shi Jin_Zhong_Shi 5A Shanxi Premium
Qin Shi Huang Bing Ma Yong,Historical_Site,5A,Xi_An_Shi,Shaanxi,120.0,Premium,232,Historical_Site Historical_Site Historical_Site Xi_An_Shi Xi_An_Shi 5A Shaanxi Premium
Qin Zhou San Niang Wan,Natural_Scenery,4A,Qin_Zhou_Shi,Guangxi,40.0,Premium,233,Natural_Scenery Natural_Scenery Natural_Scenery Qin_Zhou_Shi Qin_Zhou_Shi 4A Guangxi Premium
Qing Cheng Shan,Religious_Culture,5A,Cheng_Du_Shi,Sichuan,90.0,Premium,234,Religious_Culture Religious_Culture Religious_Culture Cheng_Du_Shi Cheng_Du_Shi 5A Sichuan Premium
Qing Dao Hai Bin Feng Jing Qu,Natural_Scenery,4A,Qing_Dao_Shi,Shandong,0.0,MidRange,235,Natural_Scenery Natural_Scenery Natural_Scenery Qing_Dao_Shi Qing_Dao_Shi 4A Shandong MidRange
Qing Dao Pi Jiu Bo Wu Guan,Gong_Ye_Lv_You,4A,Qing_Dao_Shi,Shandong,60.0,Premium,236,Gong_Ye_Lv_You Gong_Ye_Lv_You Gong_Ye_Lv_You Qing_Dao_Shi Qing_Dao_Shi 4A Shandong Premium
Qing Dong Ling,Historical_Site,5A,Tang_Shan_Shi,Hebei,108.0,Premium,237,Historical_Site Historical_Site Historical_Site Tang_Shan_Shi Tang_Shan_Shi 5A Hebei Premium
Qing Jiang Hua Lang,Natural_Scenery,5A,Yi_Chang_Shi,Hubei,100.0,Premium,238,Natural_Scenery Natural_Scenery Natural_Scenery Yi_Chang_Shi Yi_Chang_Shi 5A Hubei Premium
Qing Ming Shang He Yuan,Theme_Park,5A,Kai_Feng_Shi,Henan,120.0,Premium,239,Theme_Park Theme_Park Theme_Park Kai_Feng_Shi Kai_Feng_Shi 5A Henan Premium
Qing Xi Ling,Historical_Site,5A,Bao_Ding_Shi,Hebei,90.0,Premium,240,Historical_Site Historical_Site Historical_Site Bao_Ding_Shi Bao_Ding_Shi 5A Hebei Premium
Qing Yuan Shan,Natural_Culture,5A,Quan_Zhou_Shi,Fujian,70.0,Premium,241,Natural_Culture Natural_Culture Natural_Culture Quan_Zhou_Shi Quan_Zhou_Shi 5A Fujian Premium
Qiong Hai Bo Ao Ya Zhou Lun Tan,Theme_Park,4A,Qiong_Hai_Shi,Hainan,128.0,Premium,242,Theme_Park Theme_Park Theme_Park Qiong_Hai_Shi Qiong_Hai_Shi 4A Hainan Premium
Qu Fu San Kong,Historical_Culture,5A,Ji_Ning_Shi,Shandong,140.0,Premium,243,Historical_Culture Historical_Culture Historical_Culture Ji_Ning_Shi Ji_Ning_Shi 5A Shandong Premium
Qu Zhou Jiang Lang Shan,Natural_Scenery,5A,Qu_Zhou_Shi,Zhejiang,100.0,Premium,244,Natural_Scenery Natural_Scenery Natural_Scenery Qu_Zhou_Shi Qu_Zhou_Shi 5A Zhejiang Premium
Quan Zhou Kai Yuan Si,Religious_Culture,4A,Quan_Zhou_Shi,Fujian,0.0,MidRange,245,Religious_Culture Religious_Culture Religious_Culture Quan_Zhou_Shi Quan_Zhou_Shi 4A Fujian MidRange
Quan Zhou Qing Jing Tao Yuan,Natural_Scenery,4A,Quan_Zhou_Shi,Fujian,50.0,Premium,246,Natural_Scenery Natural_Scenery Natural_Scenery Quan_Zhou_Shi Quan_Zhou_Shi 4A Fujian Premium
Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan,Natural_Scenery,4A,Ri_Zhao_Shi,Shandong,60.0,Premium,247,Natural_Scenery Natural_Scenery Natural_Scenery Ri_Zhao_Shi Ri_Zhao_Shi 4A Shandong Premium
